index,summary_llmanswer,ground_truth,is_correct,Reason_1,Reason_2,Reason_3,question,llm_answer
119,B,B,1,,,,"If you were to see the following command run, what would you assume? hping -S -p 25 10.5.16.2 
A. Someone was trying to probe the web port of the target. 
B.Someone was trying to probe an email port on the target. 
C.Someone was trying to identify if SNMP was supported on 10.5.16.2. 
D.Someone had mistyped ping.","The correct answer is B.
 hping is a program used to send specially designed messages to a target. You use command-line parameters to tell hping what to include in the message being sent. The command hping -S -p 25 10.5.16.2 is used to have hping send SYN messages to port 25, the default SMTP port, at 10.5.16.2. It’s possible that someone mistyped ping, but those parameters aren’t used by ping programs, and since they are coherent for the action above, it makes more sense that they were trying to use hping. SNMP and web traffic both use different ports than port 25."
120,D,D,1,,,,"If you were to see that someone was using OpenVAS, followed by Nessus, what might you assume? 
A. They were trying to break into a system. 
B.They didn’t know how to use Nessus. 
C.They didn’t know how to use OpenVAS. 
D.They were trying to reduce false positives.","The correct answer is D.
 Vulnerability scanners don’t exploit vulnerabilities in order to gain access to a system. They would only exploit a vulnerability to the extent necessary to determine whether a vulnerability exists. If they didn’t know how to use Nessus or OpenVAS, they likely wouldn’t be using them. It’s possible they are looking to compare results from the two, but it’s also very likely they are trying to compare the results with the intention of reducing false positives."
121,A,A,1,,,,"What is the difference between a false positive and a false negative? 
A. A false positive indicates a finding that doesn’t exist, while a false negative doesn’t indicate a finding that does exist. 
B.A false positive indicates a finding that does exist, while a false negative doesn’t indi- cate a finding that doesn’t exist. 
C.A false positive doesn’t indicate a finding that does exist, while a false negative does indicate a finding that doesn’t exist. 
D.A false negative does indicate a finding that doesn’t exist, while a false positive doesn’t indicate a finding that does exist.","The correct answer is A.
 A false positive is when a finding is identified when it doesn’t actually exist. A false negative is when there is no finding identified but, in fact, there is a vulnerability. A true positive is when a finding is identified that is a vulnerability. A true negative is when a finding isn’t identified and there is no known vulnerability."
122,D,D,1,,,,"What would be the purpose of running a ping sweep? 
A. You want to identify responsive hosts without a port scan. 
B.You want to use something that is light on network traffic. 
C.You want to use a protocol that may be allowed through the firewall. 
D.All of the above.","The correct answer is D.
 There may be several reasons for performing a ping sweep. You likely want to identify responsive hosts on the network segment you are targeting. You may not, though, want to use a full port scan. ICMP is a lightweight protocol and there is a chance it will be allowed through the firewall, since it’s used for troubleshooting and diagnostics."
123,C,C,1,,,,"Which of these may be considered worst practice when it comes to vulnerability scans? 
A. Scanning production servers 
B.Notifying operations staff ahead of time 
C.Taking no action on the results 
D.Using limited details in your scan reports","The correct answer is C.
 You would be expected to scan production servers, since that would be where you would be most interested to find vulnerabilities. Letting operations staff know ahead of time is polite since vulnerability scans may inadvertently knock over systems that would need to be stood back up. Being paged in the middle of the night unexpectedly isn’t fun. If you know it’s coming, it makes it easier. You may have reasons to use limited details in your scan reports, including trying to reduce the disk space used or the paper used in printing the reports. Taking no action on the results of a vulnerability scan is about the worst thing you can do when it comes to vulnerability scans. It’s worse than not running them, since you could be considered liable because you know about the vulnerabilities but you aren’t doing anything about them."
124,B,B,1,,,,"Which of these may be considered an evasive technique? 
A. Scanning nonstandard ports 
B.Encoding data 
C.Using a proxy server 
D.Using nmap in blind mode","The correct answer is B.
 Scanning nonstandard ports isn’t evasive. It’s just as noisy as, and potentially more detectable than, scanning standard ports. You could use a proxy for some tasks, but all it would do would be to hide your own IP address, which isn’t evasive. You could still be blocked or detected. Nmap does not have a blind mode. When you encode data, though, you make it harder for the firewall or IDS to identify something bad that may be happening, since these devices can’t read the messages coming through."
125,A,A,1,,,,"If you were to notice operating system commands inside a DNS request while looking at a packet capture, what might you be looking at? 
A. Tunneling attack 
B.DNS amplification 
C.DNS recursion 
D.XML entity injection","The correct answer is A.
 Tunneling attacks can be used to hide one protocol inside another. They may be used to send operating system commands using a tunnel system. A DNS amplification attack is where a small DNS request results in much larger responses sent to the target. DNS recursion is used to look up information from DNS servers. An XML entity injection attack is a web-based attack and wouldn’t be found inside a DNS request."
126,C,C,1,,,,"What is an XMAS scan? 
A. TCP scan with SYN/ACK/FIN set 
B.UDP scan with FIN/PSH set 
C.TCP scan with FIN/PSH/URG set 
D.UDP scan SYN/URG/FIN set","The correct answer is C.
 The XMAS scan is a TCP scan that uses unusual flag settings in the TCP headers to attempt to evade firewalls or IDSs. The XMAS scan uses the FIN, PSH, and URG flags and is called an XMAS scan because it looks like the packet is lit up like a Christmas tree. None of the other answers match what an XMAS scan is."
127,B,B,1,,,,"What would you use MegaPing for? 
A. Running exploits 
B.Running a port scan 
C.Issuing manual web requests 
D.Crafting packets","The correct answer is B.
 MegaPing can be used to perform a lot of different functions, but crafting packets, sending manual web requests, and running exploits are not functions it supports. It can, though, run a port scan."
128,D,D,1,,,,"What would be a reason to use the Override feature in OpenVAS? 
A. You want to run a different plug-in for a vulnerability. 
B.You want to change the scanner settings. 
C.You want to use TCP rather than UDP. 
D.You want to change a severity rating on a finding.","The correct answer is D.
 Plug-ins are matched to vulnerabilities. A different plug-in would identify a different vulnerability and there is no way to change that. Scanner settings can be changed when you set up a scan. Using TCP rather than UDP is vague. If you want to change a severity rating from the one supplied by OpenVAS, you would override that rating. You may have mitigations in place or you may have investigated and found the finding to be a false positive."
129,C,C,1,,,,"What would you use credentials for in a vulnerability scanner? 
A. Better reliability in network findings 
B.Authenticating through VPNs for scans 
C.Scanning for local vulnerabilities 
D.Running an Active Directory scan","The correct answer is C.
 Credentials wouldn’t give better reliability in network findings, and vulnerability scanners don’t typically provide a way to directly authenticate through a VPN. The VPN client would be expected to be running ahead of time if the network is behind the VPN. An Active Directory scan is a vague answer, and it may not be something you can do with a vulnerability scanner. If you provide credentials, though, the scanner can authenticate against systems on the network and check for local vulnerabilities."
130,C,C,1,,,,"What is fragroute primarily used for? 
A. Altering network routes 
B.Capturing fragmented packets 
C.Fragmenting application traffic 
D.Fragmenting layer 2 and layer 3 headers","The correct answer is C.
 The program fragroute uses configuration statements to determine what should be done to packets destined for a specific host. This may include fragmenting application traffic as well as duplicating and delaying traffic. While there is a possibility of fragmenting layer 3 headers, if layer 2 headers were fragmented, there would be no way to get the message to the destination."
131,A,A,1,,,,"What is are RPCs primarily used for? 
A. Interprocess communications 
B.Interprocess semaphores 
C.Remote method invocation 
D.Process demand paging","The correct answer is A.
 Remote procedure calls are a way for processes on one system to communicate with processes on another system. This does not preclude two processes on the same system communicating, of course. Semaphores are another concept in computer science that can enable interprocess communication. Remote method invocation is a way for Java programs to implement interprocess communications. Process demand paging isn’t a thing."
132,C,C,1,,,,"What would you be trying to enumerate if you were to use enum4linux? 
A. Procedures 
B.Linux-based services 
C.Shares and/or users 
D.Memory utilization","The correct answer is C.
 enum4linux is a tool that makes use of other, underlying tools to scan systems that have implemented SMB.
 This means enum4linux can be used to enumerate shares or users, as well as other information. None of the other options are valid."
133,D,D,1,,,,"How do you authenticate with SNMPv1? 
A. Username/password 
B.Hash 
C.Public string 
D.Community string","The correct answer is D.
 SNMPv3 implemented username and password authentication. With version 1, you used a cleartext community string. SNMP doesn’t use hashes, and while the word public is often used to describe a community string, a public string is not a way to authenticate with SNMPv1."
134,C,C,1,,,,"What SMTP command would you use to get the list of users in a mailing list? 
A. EXPD 
B.VRFY 
C.EXPN 
D.VRML","The correct answer is C.
 The SMTP command used to expand a mailing list alias to get the underlying email addresses that belong to that mailing list or group is EXPN. VRFY is verify, and the other two are not valid SMTP commands."
135,B,B,1,,,,"What type of enumeration would you use the utility dirb for? 
A. Directory listings 
B.Directory enumeration 
C.Brute force dialing 
D.User directory analysis","The correct answer is B.
 The utility dirb uses a word list to attempt to enumerate directories available through a web server that may not be available by looking at all the pages and links in the site."
136,D,D,1,,,,"What are data descriptions in SNMP called? 
A. Management-based information 
B.Data structure definition 
C.Extensible markup language 
D.Management information base","The correct answer is D.
 SNMP can be used to retrieve information from remote systems. This information has to be described, including the different data types. All of the information available is described in a management information base (MIB). The Extensible Markup Language (XML) is a way of packaging data in a structured way but it is not used in SNMP."
137,A,A,1,,,,"What is the process Java programs identify themselves to if they are sharing procedures over the network? 
A. RMI registry 
B.RMI mapper 
C.RMI database 
D.RMI process","The correct answer is A.
 Interprocess communications across systems using a network is called Remote Method Invocation. The process with which programs have to communicate to get a dynamic port allocation is the RMI registry. This is the program you query to identify services that are available on a system that has implemented RMI."
138,C,C,1,,,,"You are working with a colleague and you see them interacting with an email server using the VRFY command. What is it your colleague is doing? 
A. Verifying SMTP commands 
B.Verifying mailing lists 
C.Verifying email addresses 
D.Verifying the server config","The correct answer is C.
 The extended SMTP (ESMTP) protocol has a command that is abbreviated VRFY that is used to verify email addresses. A mail server may or may not have exposed this command, even if the server software supports ESMTP. Expanding mailing lists is EXPN. You wouldn’t use VRFY for a mailing list in that same sense. The other two don’t have specific commands that are specified in the SMTP protocol definition."
139,B,B,1,,,,"What is the SMB protocol used for? 
A. Data transfers using NFS 
B.Data transfers on Windows systems 
C.Data transfers for email attachments 
D.Data transfers for Windows Registry updates","The correct answer is B.
 The Server Message Block (SMB) protocol is used for multiple functions on Windows networks. One of them is to transfer files (data) from one system to another. Email attachments would be transmitted using SMTP. NFS manages its own data transfer when files are being copied from one system to another. There are no data transfers specifically for Windows Registry updates."
140,D,D,1,,,,"Which of these is a built-in program on Windows for gathering information using SMB? 
A. nmblookup 
B.smbclient 
C.Metasploit 
D.nbtstat","The correct answer is D.
 The program nmblookup can be used on Linux systems. smbclient is a program that comes with a Samba installation that can be used to interact with a system using SMB.
 Metasploit has a lot of functions, but it’s not built into Windows. The program nbtstat, though, can be used to gather information using SMB, and it is a program that is installed with Windows."
141,A,A,1,,,,"What status code will you get if your attempt to use the VRFY command fails? 
A. 550 
B.501 
C.250 
D.200","The correct answer is A.
 The status code you would get if your VRFY command failed against an SMTP server is 550. 200 is the status code for success with a web server. The other codes are not valid in this context."
142,B,B,1,,,,"What program would you use to enumerate services? 
A. smbclient 
B.Nmap 
C.enum4linux 
D.snmpwalk","The correct answer is B.
 The programs smbclient and enum4linux may be used to enumerate information using SMB.
 The program snmpwalk can be used to enumerate information over SNMP. Nmap, though, can be used to enumerate services running on all the systems on a network."
143,D,D,1,,,,"What version of SNMP introduced encryption and user-based authentication? 
A. 1 
B.2 
C.2c 
D.3","The correct answer is D.
 Version 1 of SNMP used community strings. Version 2c also used community strings. Version 2 improved version 1, but it was version 3 that implemented user-based authentication as well as encryption."
144,A,A,1,,,,"Which of these could you enumerate on a WordPress site using wpscan? 
A. Plug-ins 
B.Posts 
C.Administrators 
D.Versions","The correct answer is A.
 The program wpscan can be used to enumerate themes, users, and plug-ins. It can’t be used to enumerate administrators, specifically. It also can’t be used to enumerate posts, and since there would only be a single version, you wouldn’t enumerate versions."
145,B,B,1,,,,"Which of these tools allows you to create your own enumeration function based on ports being identified as open? 
A. Metasploit 
B.Nmap 
C.Netcat 
D.nbtstat","The correct answer is B.
 Metasploit can be extended with user-created programs. However, you wouldn’t call a Metasploit module based on ports being open. Netcat doesn’t do any enumeration, and nbtstat is a Windows program that can’t be extended. Nmap can be extended with user- written scripts. An nmap script includes a port registration so nmap knows to call that script when specific ports are found to be open."
146,C,C,1,,,,"What underlying functionality is necessary to enable Windows file sharing? 
A. Network File System 
B.Common Internet File System 
C.Remote procedure call 
D.Remote Method Invocation","The correct answer is C.
 SMB relies on remote procedure calls (RPCs) in order to function. The common Internet File System (CIFS) is an implementation of file sharing and system management using SMB.
 The Network File System (NFS) is a protocol that makes use of remote procedure calls. Remote Method Invocation (RMI) is a way to call procedures remotely over Java."
147,D,D,1,,,,"What is the IPC$ share used for? 
A. Process piping 
B.Interprocess construction 
C.Remote process management 
D.Interprocess communication","The correct answer is D.
 The IPC$ share is a named pipe that enables interprocess communications over a network. While you may be able to do some remote management using the IPC$ share, it is not used for remote process management."
148,B,B,1,,,,"What tool does a Java program need to use to implement remote process communication? 
A. JRE 
B.rmic 
C.rmir 
D.JDK","The correct answer is B.
 The JRE is the Java runtime environment and is necessary to run Java programs. The JDK is the Java development kit and is necessary to develop Java programs. The program rmic is used to create RMI programs. It creates the stubs necessary for RMI to function. rmir isn’t anything."
149,C,C,1,,,,"Which of these passes objects between systems? 
A. SunRPC 
B.SMB 
C.RMI 
D.Nmap","The correct answer is C.
 RMI is a way to implement interprocess communications using Java. Since Java is an object-oriented programming language, it would transmit objects. SMB is the Server Message Block protocol. SunRPC does remote procedure calls but the data transmitted isn’t object oriented. Nmap is a program used to scan ports."
150,A,A,1,,,,"If you needed to enumerate data across multiple services and also store the data for retrieval later, what tool would you use? 
A. Metasploit 
B.Nmap 
C.RMI 
D.Postgres","The correct answer is A.
 While nmap is an excellent program in its own right and can be used to enumerate data across multiple services, it doesn’t store data for retrieval later without some additional help. Metasploit can also be used to enumerate data across multiple services and also uses a database on the backend to store data to be retrieved later. RMI is Remote Method Invocation, a way to implement interprocess communications across a network. Postgresql is the database server commonly used underneath Metasploit. Postgres is a much older version of what is now PostgreSQL."
151,D,D,1,,,,"What are the three times that are typically stored as part of file metadata? 
A. Moves, adds, changes  
B.Modified, accessed, deleted 
C.Moved, accessed, changed 
D.Modified, accessed, created","The correct answer is D.
 There are three date and time stamps commonly used in file metadata. When the file is created, that moment is stored. When a file is accessed by a user, that moment is stored. When a file is modified, that moment is stored. Accessed is not the same as modified since accessing a file could be read-only. You could open a file expecting to modify it, but not end up doing the modification. The access time still changes. While moves, adds, and changes may sometimes be referred to as MAC, like modified, accessed, and created, those are not tasks associated with file times."
152,A,A,1,,,,"What is it called when you obtain administrative privileges from a normal user account? 
A. Privilege escalation 
B.Account migration 
C.Privilege migration 
D.Account escalation","The correct answer is A.
 Account migration, privilege migration, and account escalation are vague and don’t have clearly defined definitions, even if they may exist. Privilege escalation, on the other hand, is used to gain elevated privileges when you only have the permissions of a normal user."
153,B,B,1,,,,"What does John the Ripper’s single crack mode, the default mode, do? 
A. Checks every possible password 
B.Uses known information and mangling rules 
C.Uses a built-in wordlist 
D.Uses wordlist and mangling rules","The correct answer is B.
 Incremental mode in John will run an attack in which it will try every possible password within specified parameters, meaning John will generate the passwords. The default mode in John is single crack mode, which uses information including the username and the home directory to generate a password using mangling rules. Incremental mode does not use wordlists, though John does support the use of wordlists."
154,D,D,1,,,,"What is the trade-off for using rainbow tables? 
A. Disk space prioritized over speed 
B.Accuracy prioritized over disk space 
C.Speed prioritized over accuracy 
D.Speed prioritized over disk space","The correct answer is D.
 Rainbow tables use precomputed hashes that are mapped to plaintext passwords in order to speed up the process of obtaining the passwords from stored hashes. Rainbow tables, though, are very expensive when it comes to disk space. Hashes and passwords are stored in the rainbow tables. Accuracy is neither sacrificed nor prioritized using rainbow tables. You will give up disk space to get faster cracking times using rainbow tables."
155,C,C,1,,,,"Which of these is a reason to use an exploit against a local vulnerability? 
A. Pivoting 
B.Log manipulation 
C.Privilege escalation 
D.Password collection","The correct answer is C.
 Local vulnerabilities are used against applications that are not listening on the network. This means they require you to be “local” to the machine and not remote. In other words, you have to be logged in somehow. A local vulnerability would not be used to collect passwords; you don’t need a vulnerability to do that. Similarly, you don’t need to make use of a vulnerability to manipulate logs or to pivot. Most of those would require you to have elevated permissions, though. A local vulnerability may be exploited to get you those elevated permissions."
156,B,B,1,,,,"What is it called when you manipulate the time stamps on files? 
A. Time stamping 
B.Timestomping 
C.Meta stomping 
D.Meta manipulation","The correct answer is B.
 Manipulating time stamps on files is called timestomping. It is used to set file times, which may be used to throw off investigations or identify intrusions. None of the other answers are real things."
157,A,A,1,,,,"What would an attacker use an alternate data stream on a Windows system for? 
A. Hiding files 
B.Running programs 
C.Storing PowerShell scripts 
D.Blocking files","The correct answer is A.
 Alternate data streams are a function of the New Technology File System (NTFS), created to support the resource forks of Apple’s file system in Windows NT. Since many of the utilities and programs in Windows don’t natively understand alternate data streams, they can’t make use of them and won’t show them. The file can be accessed if the user knows how to display and manipulate the alternate data streams."
158,A,A,1,,,,"Which of these techniques might be used to maintain access to a system? 
A. Run key in the Windows Registry 
B.Alternate data stream 
C..vimrc file on Linux 
D.PowerShell","The correct answer is A.
 You may use a PowerShell script to perform functions that could support persistence on a system, but the PowerShell script alone won’t be used to maintain access. Alternate data streams won’t be of any use for maintaining access, and a .vimrc file is a startup file for the Vi editor. The run key in the Windows Registry, though, could be used to put an entry in that would run a program automatically that could make sure an attacker could get access even after a reboot."
159,D,D,1,,,,"If you were looking for reliable exploits you could use against known vulnerabilities, what would you use? 
A. Tor network 
B.Meterpreter 
C.msfvenom 
D.Exploit-DB","The correct answer is D.
 While the Tor network may be used to obtain an exploit against a vulnerability, there is some question as to how reliable that exploit may be. The Tor network may contain malicious content, even in the case of source code. Meterpreter and msfvenom are elements of Metasploit that don’t have anything to do with locating vulnerabilities. Exploit-DB is a website and repository of exploits that could be searched to locate an exploit targeting specific and known vulnerabilities."
160,C,C,1,,,,"What might an attacker be trying to do by using the clearev command in Meterpreter? 
A. Run an exploit 
B.Manipulate time stamps 
C.Manipulate log files 
D.Remote login","The correct answer is C.
 The clearev command is a Meterpreter command used to clear the Windows Event Viewer logs. While you may be able to manipulate time stamps and log files in Meterpreter, you wouldn’t use the clearev command for that. The clearev command does not allow an attacker to log in remotely."
161,B,B,1,,,,"You find after you get access to a system that you are the user www-data. What might you try to do very shortly after getting access to the system? 
A. Pivot to another network 
B.Elevate privileges 
C.Wipe logs 
D.Exploit the web browser","The correct answer is B.
 When the Apache web server runs on a Linux system, it will commonly run as the user www-data. This is a privilege-restricted account that would prevent an attacker from doing much on the system. In order to do anything, like wiping log files or pivoting to another network, you would need to elevate privileges to administrative/root level. Exploiting the web browser wouldn’t be done in this context. A web server more than likely wouldn’t even have a web browser installed."
162,C,C,1,,,,"You’ve installed multiple files and processes on the compromised system. What should you also look at installing? 
A. Registry keys 
B.Alternate data streams 
C.Rootkit 
D.Root login","The correct answer is C.
 Attackers often install extra files and run extra processes on systems. These could easily be detected by manual investigation or, certainly, by automated detection tools. The way around that is to install a rootkit, which may include kernel-mode drivers or replacement system utilities that would hide the existence of these files and processes. Alternate data streams may be used to hide files but not processes. Registry keys could also hide files but not processes."
163,B,B,1,,,,"What does pivoting on a compromised system get you? 
A. Database access 
B.A route to extra networks 
C.Higher level of privileges 
D.Persistent access","The correct answer is B.
 Pivoting is the process of using a compromised system to move onto other systems and networks within the target environment. Pivoting does not get you higher-level permissions or persistent access. You may ultimately get to a database server by pivoting, but that’s not what pivoting does or is specifically used for. It would be a nice side effect of pivoting."
164,B,B,1,,,,"What would you use the program rtgen for? 
A. Generating wordlists 
B.Generating rainbow tables 
C.Generating firewall rules 
D.Persistent access","The correct answer is B.
 The program rtgen is a program that is part of the rcrack suite. rcrack is used to crack passwords with rainbow tables. It is used to generate the rainbow tables that rcrack will use to crack passwords. Rainbow tables are not wordlists but mappings of plaintext passwords to hashes, which makes it much easier to get passwords from hashes."
165,C,C,1,,,,"Which of these would be a way to exploit a client-side vulnerability? 
A. Sending malformed packets to a web server 
B.Sending large ICMP packets 
C.Sending a crafted URL 
D.Brute-force password attack","The correct answer is C.
 Malformed packets could potentially cause a failure or trigger a vulnerability on the server side. Large ICMP packets aren’t likely to do anything and certainly wouldn’t exploit a client-side vulnerability. A brute-force password attack isn’t exploiting a vulnerability, even if it is an attack technique. Sending a crafted URL could potentially exploit a client- side vulnerability in a web browser."
166,A,A,1,,,,"What is one outcome from process injection? 
A. Hidden process 
B.Rootkit 
C.Alternate data streams 
D.Steganography","The correct answer is A.
 Steganography is the process of hiding data inside of other data, such as media files like MP3s, WAVs, or video files. An alternate data stream is a secondary data stream attached to a filename in the NT file system. A rootkit can be used to hide processes. It may use process injection but wouldn’t be the outcome from process injection. When you inject into a process, you are putting executable operations you have created into the space of another executable. The end result could be an execution thread running your code without any new process name indicating it was running."
167,D,D,1,,,,"What tool would you use to compromise a system and then perform post-exploitation actions? 
A. Nmap 
B.John the Ripper 
C.searchsploit 
D.Metasploit","The correct answer is D.
 John the Ripper is used for cracking passwords, while nmap is used for port scanning. They could be part of the overall process of system compromise, but neither could be used to compromise a system, in spite of what it suggests in The Matrix. searchsploit is a program used to search a local exploit-db repository. Metasploit is an exploit framework that could be used to compromise a system. Once the system is compromised, Metasploit could then be used for post-exploitation actions using modules that come with it."
168,B,B,1,,,,"What application would be a common target for client-side exploits? 
A. Web server 
B.Web browser 
C.Web application firewall 
D.Web pages","The correct answer is B.
 Of all of the options presented, only the web browser exists on the client side. By definition, the web server is on the server. A web application firewall is placed with the server to protect the server from Application layer attacks. Web pages are hosted on a web server. They are not a target for client-side exploits, though they would be used to carry out those attacks."
169,C,C,1,,,,"What are two advantages of using a rootkit? 
A. Installing alternate data streams and Registry keys 
B.Creating Registry keys and hidden processes 
C.Hiding processes and files 
D.Hiding files and Registry keys","The correct answer is C.
 A rootkit is a piece of malicious software that is used to accomplish several tasks. This may include hiding processes and files through the use of kernel-mode drivers or replaced system utilities. A rootkit may also provide a backdoor for attackers to maintain long-term access to the system after the initial compromise. None of the other answers are things that a rootkit does."
170,B,B,1,,,,"What could you use to obtain password hashes from a compromised system? 
A. John the Ripper 
B.Mimikatz 
C.Rainbow tables 
D.Process dumping","The correct answer is B.
 John the Ripper and Rainbow tables are tools for cracking passwords, not gathering or obtaining password hashes. Process dumping could possibly yield passwords associated with a certain process/application. However, you may not get password hashes, depending on how the passwords are maintained in memory. Process dumping is taking the memory space of a process and writing it out to disk for analysis. Mimikatz is a utility and Metasploit module that could be used to extract passwords from a compromised system."
171,A,A,1,,,,"In a botnet, what are the systems that tell individual bots what to do called? 
A. C2 servers 
B.IRC servers 
C.HTTP servers 
D.ISC2 servers","The correct answer is A.
 C2 servers are command and control servers. These are servers that can be used to provide management and control of bots in a botnet. The communication may be IRC or HTTP, but not necessarily. The servers aren’t called that in a botnet anyway. ISC2 servers don’t exist."
172,C,C,1,,,,"What is the primary difference between a worm and a virus? 
A. A worm uses polymorphic code. 
B.A virus uses polymorphic code. 
C.A worm can self-propagate. 
D.A virus can self-propagate.","The correct answer is C.
 Both worms and viruses could be written to use polymorphic code, which means they could modify what they look like as they propagate. A worm, though, could self-propagate. It’s the one distinction between worms and viruses. Viruses require some intervention on the part of the user to propagate and execute."
173,C,C,1,,,,"What is one advantage of static analysis over dynamic analysis of malware? 
A. Malware is guaranteed to deploy. 
B.Dynamic analysis is untrustworthy. 
C.Static analysis limits your exposure to infection. 
D.Static analysis can be run in virtual machines.","The correct answer is C.
 Static analysis is looking at the properties of the executable file and evaluating the assembly language code without running the program. This will limit your exposure to infection, because if you do it right you aren’t running the program, which would infect you. Dynamic analysis is trustworthy, and malware can’t deploy if you don’t run it. Dynamic analysis is commonly done in virtual machines."
174,D,D,1,,,,"What would you use VirusTotal for? 
A. Checking your system for viruses 
B.Endpoint protection 
C.As a repository of malware research 
D.Identifying malware against antivirus engines","The correct answer is D.
 VirusTotal takes dozens of antivirus engines and runs samples through them to identify what malware they might be. VirusTotal is a website, which means it can’t check your system for viruses and also can’t do any endpoint protection. While VirusTotal can identify the name given to a malware sample by different antivirus solutions, to find the research associated with that malware, you would need to check with the antivirus vendor."
175,D,D,1,,,,"What are two sections you would commonly find in a portable executable file? 
A. Text and binary 
B.Binary and data 
C.Addresses and operations 
D.Text and data","The correct answer is D.
 PE files have multiple sections that you may find in an executable. Two that are very common, though, are .text and .data. The .text section includes all the executable code. The .data section includes all the predefined and initialized variables. The other sections listed in other answers aren’t sections of a PE file."
176,B,B,1,,,,"What could you use to generate your own malware? 
A. Empire 
B.Metasploit 
C.Rcconsole 
D.IDA Pro","The correct answer is B.
 Metasploit can be used to generate your own malware from one of the payload modules. Empire is another exploitation framework built around PowerShell. IDA Pro is a debugger and Rcconsole doesn’t exist."
177,A,A,1,,,,"What is the purpose of a packer for malware? 
A. To obscure the actual program 
B.To ensure that the program is all binary 
C.To compile the program into a tight space 
D.To remove null characters","The correct answer is A.
 All programs that have been compiled are in binary. Even scripting languages are in binary by the time they hit the processor. Packers will make a program smaller, which was initially of some value when bandwidth wasn’t as ubiquitous, but a packer doesn’t do any compilation. A packer does not remove null characters. A packer can, however, obscure the actual program code because the only executable function is one designed to extract and decompress the real malware."
178,C,C,1,,,,"What is the primary purpose of polymorphic code for malware programs? 
A. Efficiency of execution 
B.Propagation of the malware 
C.Antivirus evasion 
D.Faster compilation","The correct answer is C.
 Polymorphic means many bodies, which means it has multiple looks. When a program has multiple looks, it can cause antivirus programs to misidentify it. Polymorphic code rewrites the program when it is copied or moved from one system or location to another. It isn’t more efficient and doesn’t help with propagation, though it could be part of the propagation process. It also doesn’t speed compilation."
179,B,B,1,,,,"What would be one reason not to write malware in Python? 
A. Python interpreter is slow. 
B.Python interpreter may not be available. 
C.Library support is inadequate. 
D.Python is a hard language to learn.","The correct answer is B.
 Python interpreters may be considered slower to execute than a compiled program, but the difference is negligible and speed of execution generally isn’t much of a concern when it comes to malware. Python is not a hard language to learn, and there are a lot of community-developed libraries. One challenge, though, is that you may need a Python interpreter unless you go through the step of getting a Python compiler and compiling your script. Windows systems wouldn’t commonly have a Python interpreter installed."
180,C,C,1,,,,"What would you use Cuckoo Sandbox for? 
A. Static analysis of malware 
B.Malware development 
C.Dynamic analysis of malware 
D.Manual analysis of malware","The correct answer is C.
 Cuckoo Sandbox is a set of programs and infrastructure used to run malware and identify changes to the system that result. This means it is used for dynamic analysis of malware, not for static analysis. Because it’s automated, it’s not manual. Also, it’s used for analysis, not development."
181,B,B,1,,,,"If you wanted a tool that could help with both static and dynamic analysis of malware, which would you choose? 
A. Cutter 
B.IDA 
C.PE Explorer 
D.MalAlyzer","The correct answer is B.
 You need a tool that can perform disassembly if you are doing static analysis. Dynamic analysis can make use of disassembled executables, but the tool would need to also be able to execute the code. IDA is the only tool there that does both disassembly and execution. Cutter only does disassembly. PE Explorer does neither, and MalAlyzer doesn’t exist."
182,A,A,1,,,,"What is the purpose of using a disassembler? 
A. Converting opcodes to mnemonics 
B.Converting mnemonics to opcodes 
C.Translating mnemonics to operations 
D.Removing the need for an assembler","The correct answer is A.
 An executable contains a set of binary values that the CPU will interpret as operation codes (opcodes) when the program is run. These binary values won’t generally mean much to people when they are bare. As a result, disassemblers are used to convert opcodes to mnemonics, which are short/abbreviated words that can let someone know what the opcode does."
183,C,C,1,,,,"What does the malware that is referred to as a dropper do? 
A. Drops antivirus operations 
B.Drops CPU protections against malicious execution 
C.Drops files that may be more malware 
D.Drops the malware into the Recycle Bin","The correct answer is C.
 A dropper downloads (drops) additional files, which may be malware. It doesn’t do any of the things mentioned in the other options."
184,B,B,1,,,,"Why would you use an encoder when you are creating malware using Metasploit? 
A. To compile the malware 
B.To evade antivirus 
C.To evade user detection 
D.To compress the malware","The correct answer is B.
 An encoder is used to alter the look of an executable file. This alteration is done in order to prevent the antivirus program from recognizing the executable as malware. It doesn’t compile the malware and doesn’t evade user detection. A packer would be used to compress malware."
185,B,B,1,,,,"If you were to see the following command in someone’s history, what would you think had happened? msfvenom -i 5 -p windows/x64/shell_reverse_tcp -o program 
A. A poison pill was created. 
B.A malicious program was generated. 
C.Existing malware was encoded. 
D.Metasploit was started.","The correct answer is B.
 The program msfvenom is used to convert a payload module from Metasploit into an executable program. The malware could potentially be used as part of a poison pill, which is a type of defensive tactic, but it’s hard to determine that just from the command line. While the malware is encoded as part of this process, it is not an existing piece of malware. This is not a way to start Metasploit, though msfvenom does make use of the Metasploit framework."
186,A,A,1,,,,"What is the difference between a virus and ransomware? 
A. Ransomware may be a virus. 
B.Ransomware includes Bitcoins. 
C.Ransomware is only generated in Russia. 
D.A virus only runs on Windows systems.","The correct answer is A.
 This is a bit of a trick question. Ransomware may be a virus, which means it is a subset of the category virus. Ransomware may ask to be paid in Bitcoins, but it doesn’t include Bitcoins. Ransomware has been generated all over the world and viruses run on all operating systems."
